 	Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	AIRMASS2	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_T3	rel_flux_T4	rel_flux_C5	rel_flux_C6	rel_flux_T7	rel_flux_T8	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_T3	rel_flux_err_T4	rel_flux_err_C5	rel_flux_err_C6	rel_flux_err_T7	rel_flux_err_T8	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_T3	rel_flux_SNR_T4	rel_flux_SNR_C5	rel_flux_SNR_C6	rel_flux_SNR_T7	rel_flux_SNR_T8	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	RA_C2	DEC_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	FWHM_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	X(IJ)_T3	Y(IJ)_T3	X(FITS)_T3	Y(FITS)_T3	RA_T3	DEC_T3	Source-Sky_T3	Source_Error_T3	Source_SNR_T3	Peak_T3	Mean_T3	Sky/Pixel_T3	FWHM_T3	Width_T3	X-Width_T3	Y-Width_T3	Angle_T3	Roundness_T3	X(IJ)_T4	Y(IJ)_T4	X(FITS)_T4	Y(FITS)_T4	RA_T4	DEC_T4	Source-Sky_T4	Source_Error_T4	Source_SNR_T4	Peak_T4	Mean_T4	Sky/Pixel_T4	FWHM_T4	Width_T4	X-Width_T4	Y-Width_T4	Angle_T4	Roundness_T4	X(IJ)_C5	Y(IJ)_C5	X(FITS)_C5	Y(FITS)_C5	RA_C5	DEC_C5	Source-Sky_C5	Source_Error_C5	Source_SNR_C5	Peak_C5	Mean_C5	Sky/Pixel_C5	FWHM_C5	Width_C5	X-Width_C5	Y-Width_C5	Angle_C5	Roundness_C5	X(IJ)_C6	Y(IJ)_C6	X(FITS)_C6	Y(FITS)_C6	RA_C6	DEC_C6	Source-Sky_C6	Source_Error_C6	Source_SNR_C6	Peak_C6	Mean_C6	Sky/Pixel_C6	FWHM_C6	Width_C6	X-Width_C6	Y-Width_C6	Angle_C6	Roundness_C6	X(IJ)_T7	Y(IJ)_T7	X(FITS)_T7	Y(FITS)_T7	RA_T7	DEC_T7	Source-Sky_T7	Source_Error_T7	Source_SNR_T7	Peak_T7	Mean_T7	Sky/Pixel_T7	FWHM_T7	Width_T7	X-Width_T7	Y-Width_T7	Angle_T7	Roundness_T7	X(IJ)_T8	Y(IJ)_T8	X(FITS)_T8	Y(FITS)_T8	RA_T8	DEC_T8	Source-Sky_T8	Source_Error_T8	Source_SNR_T8	Peak_T8	Mean_T8	Sky/Pixel_T8	FWHM_T8	Width_T8	X-Width_T8	Y-Width_T8	Angle_T8	Roundness_T8
28	elp0m411-kb92-20211015-0445-e91_out.fits	29.000000	0.000000	59503.860022	2459503.860022	2459503.858284	2459503.863990	2459503.864784	1.458120	1.456997	43.263939	NaN	300.284000	4.093835	-14.924911	9.580900	12.000000	22.000000	33.000000	0.288558	0.677883	0.397589	0.602905	0.428864	0.420144	0.441542	0.470219	0.002212	0.004692	0.002470	0.003047	0.003313	0.003279	0.002595	0.002682	130.474785	144.484368	160.986641	197.860256	129.435017	128.126774	170.135203	175.353884	290777.649750	1008.210081	1539.118996	1058.897595	1539.618996	983.602405	4.093421	-14.926836	83906.280543	452.389342	573.514313	146.301982	1498.228271	185.473601	200.502263	1529.000000	10.288259	10.721424	10.386607	11.056240	54.573107	0.963807	1759.105196	1430.440266	1759.605196	612.059734	4.089369	-14.961700	117477.336206	599.114695	196.084885	2189.840576	259.681927	199.988716	9.919699	10.643195	10.453998	10.832392	49.789415	0.954382	830.420894	1036.179982	830.920894	1006.320018	4.093659	-14.814736	115609.962145	595.846498	194.026419	2175.399414	255.554124	198.196146	9.038924	10.122213	9.834794	10.409632	53.893739	0.965497	762.413015	1209.986061	762.913015	832.513939	4.091762	-14.804014	175311.413629	644.649256	271.948524	3211.344482	387.523306	199.026744	9.548022	10.122175	9.804433	10.439917	53.623167	0.955248	2318.321930	1044.075733	2318.821930	998.424267	4.093594	-15.050080	87274.940797	572.732954	152.383306	1776.158081	192.919975	198.425260	9.064928	10.023827	9.730365	10.317289	52.219196	0.944948	2173.106090	505.377197	2173.606090	1537.122803	4.099474	-15.026981	86025.372747	574.043651	149.858591	1939.123779	190.157824	197.610574	8.721503	9.921608	9.832970	10.010245	47.094751	0.940192	1068.800328	1960.485326	1069.300328	82.014674	4.083579	-14.852585	128390.656808	609.348756	210.701434	2331.754639	283.805662	197.446132	10.041430	10.235246	10.114555	10.355936	47.920969	0.946331	959.831318	952.962282	960.331318	1089.537718	4.094569	-14.835187	136729.179059	619.057233	220.866782	2154.066895	302.237843	201.139506	10.024436	10.297652	9.989590	10.605715	54.113130	0.963471
29	elp0m411-kb92-20211015-0446-e91_out.fits	30.000000	0.000000	59503.863618	2459503.863618	2459503.861880	2459503.867587	2459503.868380	1.451004	1.449887	43.530315	NaN	300.287000	4.093828	-14.924692	9.946899	12.000000	22.000000	33.000000	0.283220	0.692739	0.391494	0.613313	0.425592	0.412871	0.454536	0.465162	0.007866	0.016763	0.008553	0.010465	0.011718	0.011515	0.009068	0.009188	36.006888	41.325433	45.773346	58.608296	36.319182	35.855751	50.125312	50.625207	74381.664117	909.341413	1539.344932	1058.518854	1539.844932	983.981146	4.093419	-14.926651	21066.344444	452.389342	525.330056	40.101160	605.800720	46.566845	215.472554	1572.000000	10.284541	10.542580	10.086816	10.998344	56.062845	0.947498	1759.363280	1429.878661	1759.863280	612.621339	4.089369	-14.961502	30440.057334	529.366934	57.502755	700.584167	67.287300	213.376423	10.483574	11.004794	11.010763	10.998825	44.793492	0.977353	830.758233	1035.784620	831.258233	1006.715380	4.093658	-14.814583	29119.972313	527.242452	55.230705	695.565796	64.369271	212.284482	9.613055	10.461619	9.744685	11.178552	62.090077	0.941035	762.643913	1209.622866	763.143913	832.877134	4.091762	-14.803839	45619.267692	542.979529	84.016552	946.526550	100.840722	212.539248	10.034589	10.364611	10.369624	10.359597	44.882841	0.944041	2318.608872	1043.611176	2319.108872	998.888824	4.093591	-15.049890	22205.696785	523.063231	42.453179	604.183411	49.085367	214.870538	9.890963	10.412271	10.021607	10.802934	54.318622	0.945020	2173.432987	504.815020	2173.932987	1537.684980	4.099471	-15.026820	21735.909998	522.567996	41.594415	668.648804	48.046910	214.670051	9.006042	10.168470	9.900765	10.436174	50.104168	0.911856	1068.945889	1959.843171	1069.445889	82.656829	4.083582	-14.852364	33809.139695	533.009952	63.430597	771.908813	74.734607	210.344806	10.002462	10.706520	10.821500	10.591540	42.925955	0.911851	960.094954	952.548309	960.594954	1089.951691	4.094568	-14.835023	34599.537793	536.819603	64.452821	808.568359	76.481770	215.922973	10.259967	10.500149	10.360313	10.639985	48.712559	0.957536
30	elp0m411-kb92-20211015-0447-e91_out.fits	31.000000	0.000000	59503.867218	2459503.867218	2459503.865480	2459503.871187	2459503.871980	1.444821	1.443718	43.764504	NaN	300.283000	4.093831	-14.924642	9.971318	12.000000	22.000000	33.000000	0.295676	0.701576	0.411190	0.624700	0.421790	0.410496	0.449492	0.472808	0.004201	0.009019	0.004654	0.005694	0.006159	0.006061	0.004813	0.004941	70.375481	77.790878	88.355493	109.713466	68.486961	67.722615	93.400747	95.688017	141504.756303	917.259381	1539.589846	1058.632850	1540.089846	983.867150	4.093420	-14.926639	41839.498620	452.389342	529.052253	79.083868	852.890198	92.485598	184.634960	1618.000000	10.975156	11.122767	10.853956	11.391578	51.777120	0.957515	1759.649409	1430.328366	1760.149409	612.171634	4.089366	-14.961504	58343.755563	540.569475	107.930170	1223.292603	128.968015	184.667529	10.581137	10.786571	10.534388	11.038754	52.582835	0.968089	830.863996	1036.025986	831.363996	1006.474014	4.093658	-14.814540	58185.296879	539.828322	107.784817	1182.240479	128.617745	183.285287	9.026178	10.481141	10.270339	10.691944	52.420589	0.975358	762.847699	1209.860558	763.347699	832.639442	4.091761	-14.803813	88398.079108	566.425522	156.063023	1719.776245	195.402656	181.649210	9.791360	10.289721	9.929154	10.650288	54.581634	0.954531	2318.863346	1043.912825	2319.363346	998.587175	4.093591	-15.049890	41978.962562	524.341219	80.060390	877.311707	92.793881	184.319908	9.641381	10.506073	10.004807	11.007338	57.230786	0.947135	2173.543755	505.161791	2174.043755	1537.338209	4.099471	-15.026791	41182.038178	523.656091	78.643291	1065.555908	91.032291	183.868617	9.352896	9.879030	9.614816	10.143244	51.081916	0.935648	1069.323004	1960.307821	1069.823004	82.192179	4.083578	-14.852375	63605.266283	541.996002	117.353756	1195.632202	140.598507	179.414939	10.146503	10.503200	10.190366	10.816034	51.665355	0.933371	960.302368	952.808681	960.802368	1089.691319	4.094567	-14.834997	66904.517124	548.441544	121.990243	1124.369629	147.891453	184.688271	10.255933	10.430116	10.142356	10.717876	52.824304	0.958217
31	elp0m411-kb92-20211015-0448-e91_out.fits	32.000000	0.000000	59503.870829	2459503.870829	2459503.869092	2459503.874798	2459503.875592	1.439549	1.438470	43.966074	NaN	300.287000	4.093841	-14.925083	10.020136	12.000000	22.000000	33.000000	0.288626	0.687425	0.399320	0.620245	0.429693	0.412569	0.443653	0.472030	0.002481	0.005352	0.002795	0.003493	0.003741	0.003646	0.002925	0.003020	116.343082	128.449095	142.851278	177.567569	114.847537	113.170387	151.682892	156.292796	231882.514180	905.555760	1537.949282	1059.354315	1538.449282	983.145685	4.093423	-14.926822	66927.221821	452.389342	512.453545	130.601539	1002.973999	147.941641	120.923157	1576.000000	10.779192	10.974442	10.817325	11.131560	48.763757	0.952246	1758.016112	1430.829077	1758.516112	611.670923	4.089371	-14.961690	94464.572656	539.186032	175.198479	1625.920288	208.812551	120.640605	10.299531	10.809362	10.513110	11.105614	51.839354	0.946352	829.265548	1036.729418	829.765548	1005.770582	4.093661	-14.814721	92595.393554	537.955819	172.124532	1663.467285	204.680758	119.701452	9.765278	10.302555	9.992530	10.612580	54.224836	0.963900	761.285855	1210.456260	761.785855	832.043740	4.091765	-14.803998	143824.083053	583.591295	246.446587	2318.311523	317.921024	119.292869	9.917122	10.311313	10.085581	10.537046	50.572891	0.948748	2317.196045	1044.421501	2317.696045	998.078499	4.093595	-15.050078	69692.047936	515.679756	135.145984	1256.858765	154.053249	119.095730	9.444529	10.329634	9.972731	10.686537	53.482293	0.944045	2171.906761	505.804198	2172.406761	1536.695802	4.099475	-15.026982	67725.893588	513.209555	131.965379	1452.206177	149.707094	120.620862	9.008271	10.030339	9.791634	10.269044	50.581842	0.939634	1067.748965	1960.905201	1068.248965	81.594799	4.083581	-14.852562	102875.380402	546.430484	188.268011	1674.966309	227.404518	117.543192	10.438478	10.453174	10.156955	10.749392	51.272191	0.932019	958.718805	953.384800	959.218805	1089.115200	4.094572	-14.835182	109455.604870	554.743530	197.308484	1629.840698	241.950008	121.208669	10.508685	10.489741	10.267184	10.712299	50.493774	0.950478
32	elp0m411-kb92-20211015-0449-e91_out.fits	33.000000	0.000000	59503.874430	2459503.874430	2459503.872692	2459503.878399	2459503.879193	1.435209	1.434133	44.134275	NaN	300.288000	4.093831	-14.925083	9.965587	12.000000	22.000000	33.000000	0.287962	0.699784	0.405154	0.622131	0.424046	0.409511	0.453268	0.484392	0.001882	0.004155	0.002154	0.002704	0.002822	0.002752	0.002269	0.002358	153.031273	168.424404	188.127734	230.039899	150.263883	148.823110	199.789055	205.451377	310418.352138	923.670761	1537.977575	1058.473410	1538.477575	984.026590	4.093422	-14.926828	89388.583843	452.389342	520.047636	171.885377	1467.200928	197.592152	93.774436	1478.000000	10.461880	10.743760	10.358873	11.128647	53.910842	0.945336	1758.024511	1429.969489	1758.524511	612.530511	4.089370	-14.961695	127796.153372	556.337459	229.709777	2165.776123	282.491521	92.262213	10.422400	10.661150	10.432989	10.889312	50.401357	0.947896	829.304494	1035.889907	829.804494	1006.610093	4.093659	-14.814734	125767.242374	553.960597	227.032830	2243.581299	278.006643	91.171473	9.620505	10.240279	9.906557	10.574002	54.278183	0.958142	761.300742	1209.668479	761.800742	832.831521	4.091762	-14.804010	193120.750162	612.014033	315.549546	3065.378418	426.890583	92.322822	9.938399	10.166863	9.945621	10.388106	50.663516	0.950944	2317.253856	1043.536220	2317.753856	998.963780	4.093595	-15.050082	92435.034309	523.762110	176.482858	1637.984131	204.326286	91.662076	9.673356	10.118188	9.788895	10.447480	52.949458	0.943664	2171.936989	504.881656	2172.436989	1537.618344	4.099474	-15.026978	90187.164457	518.969709	173.781172	2069.151367	199.357403	93.187264	8.803847	9.925123	9.580562	10.269685	51.960201	0.916904	1067.744994	1960.085768	1068.244994	82.414232	4.083580	-14.852576	140702.641102	566.296544	248.461063	2582.881348	311.021123	89.125089	10.263537	10.343781	10.131223	10.556340	49.386208	0.927441	958.673016	952.615637	959.173016	1089.884363	4.094569	-14.835180	150364.037989	579.182988	259.614045	2238.926514	332.377499	93.912485	10.540771	10.411977	10.119830	10.704124	52.377383	0.951525
33	elp0m411-kb92-20211015-0450-e91_out.fits	34.000000	0.000000	59503.878030	2459503.878030	2459503.876292	2459503.881999	2459503.882793	1.431761	1.430690	44.268856	NaN	300.287000	4.093837	-14.925097	9.986885	12.000000	22.000000	33.000000	0.283262	0.698102	0.400965	0.624431	0.426244	0.408520	0.453978	0.477759	0.001801	0.003987	0.002063	0.002617	0.002718	0.002644	0.002191	0.002252	157.288465	175.091517	194.327332	238.579401	156.814067	154.527194	207.169618	212.120769	313586.594410	897.104523	1537.796845	1059.065804	1538.296845	983.434196	4.093421	-14.926813	88827.255244	452.389342	504.338766	176.126170	1506.423462	196.351344	65.073978	1571.000000	10.344469	10.626753	10.386895	10.866611	51.147300	0.955103	1757.912990	1430.494231	1758.412990	612.005769	4.089370	-14.961694	128917.744655	540.749069	238.405856	2166.941895	284.970782	61.847746	10.392941	10.682192	10.423019	10.941365	50.987528	0.945370	829.182963	1036.414415	829.682963	1006.085585	4.093659	-14.814719	125737.180351	537.837243	233.782956	2231.932617	277.940191	63.384601	9.504953	10.164669	9.798319	10.531020	54.951635	0.955283	761.168955	1210.185473	761.668955	832.314527	4.091763	-14.803992	195813.296883	599.852979	326.435483	3269.180176	432.842418	63.210396	10.102847	10.144441	9.932567	10.356315	50.523901	0.952525	2317.093231	1044.091975	2317.593231	998.408025	4.093595	-15.050081	93717.841265	507.726750	184.583226	1718.749023	207.161912	64.007207	9.671109	10.044315	9.716329	10.372300	53.303378	0.947896	2171.735137	505.439062	2172.235137	1537.060938	4.099475	-15.026968	90951.008490	504.579544	180.251081	2069.502930	201.045869	63.588242	8.999684	9.737617	9.437100	10.038135	51.443361	0.923552	1067.597583	1960.562653	1068.097583	81.937347	4.083580	-14.852560	142361.324579	553.481066	257.210830	2342.179688	314.687618	62.529154	10.430114	10.429352	10.022784	10.835921	53.306930	0.925868	958.540349	953.109887	959.040349	1089.390113	4.094570	-14.835164	149818.719816	561.380143	266.875702	2180.770264	331.172081	64.406162	10.448968	10.346463	10.129372	10.563553	50.395694	0.949811
34	elp0m411-kb92-20211015-0451-e91_out.fits	35.000000	0.000000	59503.881639	2459503.881639	2459503.879901	2459503.885608	2459503.886402	1.429194	1.428122	44.369868	NaN	300.289000	4.093834	-14.925064	10.268755	12.000000	22.000000	33.000000	0.286809	0.690047	0.403425	0.635410	0.426323	0.414033	0.458302	0.490180	0.003334	0.007176	0.003743	0.004696	0.004981	0.004908	0.003941	0.004086	86.027508	96.162422	107.767200	135.306634	85.596615	84.362540	116.303912	119.964079	151453.817675	791.512648	1536.864948	1059.080651	1537.364948	983.419349	4.093419	-14.926631	43438.382322	452.389342	451.026927	96.309953	627.514893	96.019906	54.567803	1582.000000	10.810430	11.026304	10.846296	11.206313	49.161709	0.949155	1756.832896	1430.608174	1757.332896	611.891826	4.089367	-14.961476	61838.662870	468.990609	131.854800	924.176819	136.693457	52.099698	10.759676	10.845343	10.604406	11.086281	50.655694	0.948735	828.240536	1036.568784	828.740536	1005.931216	4.093656	-14.814556	61100.270531	468.494379	130.418364	977.578064	135.061251	53.408984	9.883535	10.323708	10.128127	10.519288	50.072283	0.953757	760.183893	1210.249080	760.683893	832.250920	4.091761	-14.803821	96235.220039	502.907640	191.357642	1516.505371	212.726541	51.394606	10.172620	10.388787	10.200432	10.577142	49.861598	0.953932	2316.115316	1044.169653	2316.615316	998.330347	4.093591	-15.049870	45269.047962	450.185779	100.556370	782.381958	100.066566	52.191743	9.741635	10.449238	10.001176	10.897301	55.695888	0.944919	2170.727250	505.437825	2171.227250	1537.062175	4.099470	-15.026766	44346.106843	451.522807	98.214545	885.999634	98.026418	53.501592	9.298654	10.014625	9.852928	10.176322	48.614144	0.934166	1066.641243	1960.669596	1067.141243	81.830404	4.083579	-14.852371	69411.567195	473.915305	146.464076	1110.363281	153.433250	49.841737	10.660911	10.543670	10.322163	10.765176	49.614570	0.931428	957.605564	953.197228	958.105564	1089.302772	4.094567	-14.835001	74239.620514	482.122905	153.984844	1093.934937	164.105591	52.598636	10.822577	10.544356	10.303655	10.785057	50.771699	0.948002
35	elp0m411-kb92-20211015-0452-e91_out.fits	36.000000	0.000000	59503.885240	2459503.885240	2459503.883502	2459503.889209	2459503.890003	1.427511	1.426438	44.436385	NaN	300.289000	4.093840	-14.925167	10.080859	12.000000	22.000000	33.000000	0.285790	0.695166	0.405888	0.641103	0.429076	0.407788	0.457358	0.486899	0.001815	0.003996	0.002088	0.002677	0.002741	0.002658	0.002211	0.002286	157.464684	173.962539	194.390606	239.513823	156.519429	153.434424	206.871171	212.961168	300847.205020	865.591753	1537.448454	1059.372526	1537.948454	983.127474	4.093422	-14.926826	85979.271481	452.389342	486.769785	176.632310	1479.549927	190.055917	39.421364	1627.000000	10.809137	10.713385	10.471151	10.955619	50.404363	0.941912	1757.550562	1430.845330	1758.050562	611.654670	4.089370	-14.961695	123373.599750	522.140982	236.284076	2076.045166	272.715531	37.723717	10.462854	10.561392	10.302839	10.819944	50.802032	0.940821	828.765553	1036.825975	829.265553	1005.674025	4.093659	-14.814735	122110.227881	520.731959	234.497280	2166.116211	269.922866	38.488075	10.137652	10.058814	9.773271	10.344356	52.215963	0.948191	760.783718	1210.571447	761.283718	831.928553	4.091763	-14.804012	192873.950164	583.535193	330.526680	3318.208008	426.345036	36.384782	10.005216	10.171764	9.927202	10.416325	50.782068	0.942527	2316.675836	1044.341187	2317.175836	998.158813	4.093595	-15.050067	90328.463078	489.017465	184.714186	1602.093262	199.669742	37.724100	9.776798	10.074128	9.784363	10.363894	51.790509	0.940083	2171.397950	505.735127	2171.897950	1536.764873	4.099474	-15.026977	87145.142192	487.318989	178.825665	1915.632202	192.633058	38.042399	8.556196	9.786038	9.646766	9.925309	47.848570	0.917822	1067.236771	1960.990240	1067.736771	81.509760	4.083581	-14.852568	137594.781189	534.475151	257.439061	2525.830811	304.151244	36.375378	10.425911	10.314851	10.144667	10.485035	48.443297	0.924306	958.160792	953.529196	958.660792	1088.970804	4.094569	-14.835185	146482.166723	543.591999	269.470792	2277.031982	323.796679	38.381929	10.473111	10.247919	10.032850	10.462987	50.068605	0.943180
36	elp0m411-kb92-20211015-0453-e91_out.fits	37.000000	0.000000	59503.888839	2459503.888839	2459503.887101	2459503.892809	2459503.893602	1.426698	1.425619	44.468850	NaN	300.288000	4.093839	-14.925092	10.028599	12.000000	22.000000	33.000000	0.283124	0.700016	0.403519	0.628088	0.428302	0.405208	0.453608	0.483400	0.001424	0.003197	0.001667	0.002131	0.002170	0.002093	0.001763	0.001826	198.758273	218.968634	242.014400	294.756613	197.391795	193.563101	257.336972	264.795333	399934.500202	913.078690	1537.780877	1059.290454	1538.280877	983.209546	4.093421	-14.926802	113231.033080	452.389342	507.660771	223.044678	1874.190186	250.295536	30.293028	1598.000000	10.880414	10.512819	10.323090	10.702548	49.271771	0.941008	1757.860382	1430.701163	1758.360382	611.798837	4.089370	-14.961662	164681.075358	554.991129	296.727401	2784.550049	364.025100	30.088455	10.503390	10.602216	10.376493	10.827938	49.885769	0.937114	829.086158	1036.689240	829.586158	1005.810760	4.093660	-14.814703	161381.113418	555.790867	290.363018	2881.506104	356.730582	31.922204	9.639300	10.020483	9.741050	10.299916	52.211418	0.949939	761.137707	1210.476482	761.637707	832.023518	4.091764	-14.803981	251193.982293	630.367989	398.487846	4386.293945	555.260611	29.768631	9.951605	10.047632	9.845064	10.250199	49.924350	0.944475	2317.067469	1044.257610	2317.567469	998.242390	4.093594	-15.050060	119927.610985	514.548783	233.073355	2179.035156	265.098224	30.684957	9.538548	9.965314	9.726894	10.203734	50.581239	0.938977	2171.737136	505.587154	2172.237136	1536.912846	4.099474	-15.026972	115325.813859	510.820018	225.766042	2804.383545	254.926019	29.883226	9.094726	9.733374	9.637729	9.829019	46.990044	0.919845	1067.632447	1960.903088	1068.132447	81.596912	4.083580	-14.852530	181413.436864	570.464877	318.009827	3141.325684	401.011739	27.261426	10.415662	10.284838	10.164832	10.404845	47.521939	0.929564	958.462719	953.412675	958.962719	1089.087325	4.094570	-14.835153	193328.496349	581.579969	332.419455	3025.711182	427.349803	30.299310	10.205146	10.228363	10.014802	10.441925	50.179886	0.946124
37	elp0m411-kb92-20211015-0454-e91_out.fits	38.000000	0.000000	59503.892444	2459503.892444	2459503.890706	2459503.896413	2459503.897207	1.426756	1.425668	44.466901	NaN	300.291000	4.093840	-14.925122	9.999134	12.000000	22.000000	33.000000	0.282066	0.699705	0.402774	0.624745	0.426079	0.407581	0.452151	0.479124	0.001379	0.003103	0.001611	0.002063	0.002098	0.002033	0.001710	0.001768	204.534818	225.460602	249.942766	302.802158	203.054919	200.448270	264.425789	271.053946	414968.283267	919.211624	1537.597718	1059.374998	1538.097718	983.125002	4.093421	-14.926805	117048.534971	452.389342	510.160954	229.434523	1943.040161	258.734068	27.792248	1526.000000	10.775990	10.608576	10.414365	10.802786	49.497429	0.945194	1757.703726	1430.850463	1758.203726	611.649537	4.089369	-14.961676	170826.861916	560.588084	304.727958	2902.882812	377.610271	26.895314	10.352710	10.575769	10.322195	10.829343	50.277658	0.931551	828.937147	1036.808331	829.437147	1005.691669	4.093659	-14.814711	167138.269000	556.861379	300.143403	2977.686768	369.456690	28.824865	9.935109	10.029157	9.794149	10.264165	50.801532	0.945767	760.937358	1210.584805	761.437358	831.915195	4.091763	-14.803984	259249.154598	635.006132	408.262442	4341.110352	573.066451	27.560190	9.823262	10.070130	9.877651	10.262609	49.516964	0.940771	2316.918177	1044.361546	2317.418177	998.138454	4.093594	-15.050068	123982.716801	517.776147	239.452353	2189.735840	274.061976	26.661083	9.666765	9.976550	9.743652	10.209449	50.152589	0.931957	2171.563378	505.712256	2172.063378	1536.787744	4.099474	-15.026966	120158.704550	512.444017	234.481622	2756.493896	265.609053	27.960887	8.924821	9.677702	9.588359	9.767044	46.806186	0.914139	1067.478714	1961.034846	1067.978714	81.465154	4.083579	-14.852554	187628.331046	575.105266	326.250414	3344.165771	414.749672	26.425272	10.202914	10.269330	10.047038	10.491622	49.444061	0.921562	958.288308	953.506982	958.788308	1088.993018	4.094569	-14.835155	198821.448211	586.577887	338.951489	2880.357178	439.491893	28.316132	10.311504	10.261760	10.069040	10.454481	49.724033	0.947680
38	elp0m411-kb92-20211015-0455-e91_out.fits	39.000000	0.000000	59503.896053	2459503.896053	2459503.894315	2459503.900023	2459503.900817	1.427685	1.426582	44.430708	NaN	300.288000	4.093838	-14.924950	8.991323	12.000000	22.000000	33.000000	0.283896	0.704981	0.400024	0.627361	0.422726	0.407247	0.448562	0.476132	0.001660	0.003729	0.001916	0.002452	0.002498	0.002440	0.002026	0.002090	171.001536	189.037892	208.754441	255.826652	169.250905	166.908889	221.437390	227.798425	328636.967612	870.434456	1538.659242	1059.282214	1539.159242	983.217786	4.093421	-14.926801	93298.692625	452.389342	486.432168	191.802062	1697.461670	206.235390	28.370168	1629.000000	9.815453	9.992088	9.775346	10.208830	50.253022	0.943446	1758.814217	1430.740476	1759.314217	611.759524	4.089369	-14.961682	135885.912190	527.872346	257.421919	2989.423584	300.373814	27.312501	9.584364	10.072960	9.829454	10.316467	51.248458	0.950135	830.031910	1036.776555	830.531910	1005.723445	4.093657	-14.814712	131462.541857	524.730743	250.533333	2736.634033	290.596019	28.289716	8.681047	9.387836	9.093869	9.681803	53.031578	0.948871	762.011457	1210.540840	762.511457	831.959160	4.091761	-14.803984	206174.081051	592.702496	347.854248	4171.828125	455.744780	27.345443	8.862125	9.454643	9.243218	9.666068	50.318463	0.941352	2318.034347	1044.272032	2318.534347	998.227968	4.093594	-15.050072	97645.945969	490.325947	199.144970	2239.380371	215.844930	27.595455	8.555561	9.365591	9.090643	9.640538	51.245034	0.926422	2172.731248	505.653204	2173.231248	1536.846796	4.099473	-15.026975	95105.109453	488.454086	194.706344	2592.894531	210.228448	26.946500	8.201555	9.119475	9.067682	9.171268	46.097518	0.912057	1068.473667	1960.986741	1068.973667	81.513259	4.083578	-14.852546	147414.098220	539.193314	273.397489	2862.474365	325.856700	26.131448	9.057766	9.582149	9.437103	9.727194	47.937044	0.912536	959.365021	953.502699	959.865021	1088.997301	4.094567	-14.835153	156474.481561	547.784947	285.649473	2717.411865	345.884545	29.080542	9.172712	9.611543	9.332264	9.890823	51.721500	0.937619
